id,event_type,account_id,inbox_id,user_id,conversation_id,created_at,updated_at,instance
1677009,conversation_assignment_changed,5,117,,104360,2025-01-13 23:05:40.000,2025-01-13 23:05:40.000,2
1669266,conversation_created,5,2,1,101543,2025-01-21 21:02:37.000,2025-01-21 21:02:37.000,2
1668552,conversation_resolved,1,2,1,101278,2025-02-01 14:35:18.000,2025-02-01 14:35:18.000,2
1677589,conversation_created,5,2,1,104581,2025-01-28 13:21:09.000,2025-01-28 13:21:09.000,2
1667635,conversation_assignment_changed,1,6,15,100950,2025-02-14 13:29:43.000,2025-02-14 13:29:43.000,1
1668141,conversation_resolved,1,117,13,101134,2025-02-28 04:34:45.000,2025-02-28 04:34:45.000,3
1670524,conversation_created,1,118,1,101988,2025-05-08 02:05:46.000,2025-05-08 02:05:46.000,2
1670359,conversation_assignment_changed,1,2,11,101936,2025-05-19 07:55:56.000,2025-05-19 07:55:56.000,1
1670792,conversation_assignment_changed,1,118,13,102090,2025-02-25 21:57:28.000,2025-02-25 21:57:28.000,1
1675348,conversation_created,2,6,1,103762,2025-03-18 02:25:34.000,2025-03-18 02:25:34.000,1
1669093,conversation_resolved,5,2,10,101476,2025-01-30 02:51:30.000,2025-01-30 02:51:30.000,2
1669843,conversation_created,5,2,1,101753,2025-01-27 05:49:57.000,2025-01-27 05:49:57.000,2
1674982,conversation_created,1,117,1,103633,2025-02-06 06:56:40.000,2025-02-06 06:56:40.000,1
1666615,conversation_assignment_changed,5,117,15,100580,2025-05-02 23:29:49.000,2025-05-02 23:29:49.000,2
1675270,conversation_created,5,118,1,103737,2025-01-22 23:59:58.000,2025-01-22 23:59:58.000,2
1670609,conversation_resolved,2,6,1,102021,2025-02-13 02:20:33.000,2025-02-13 02:20:33.000,1
1674995,conversation_created,1,118,1,103638,2025-04-20 06:46:26.000,2025-04-20 06:46:26.000,2
1677414,conversation_assignment_changed,5,6,15,104517,2025-04-01 16:46:42.000,2025-04-01 16:46:42.000,2
1665734,conversation_created,2,6,1,100263,2025-04-12 18:52:14.000,2025-04-12 18:52:14.000,1
1665512,conversation_assignment_changed,1,6,13,100181,2025-01-19 11:52:58.000,2025-01-19 11:52:58.000,2
1670148,conversation_created,1,6,1,101865,2025-04-01 04:41:16.000,2025-04-01 04:41:16.000,3
1677308,conversation_resolved,1,117,1,104473,2025-01-24 16:37:27.000,2025-01-24 16:37:27.000,1
1669765,conversation_resolved,1,117,1,101727,2025-04-20 19:11:50.000,2025-04-20 19:11:50.000,3
1668779,conversation_created,1,2,1,101364,2025-03-25 16:37:33.000,2025-03-25 16:37:33.000,1
1677701,conversation_resolved,1,117,1,104627,2025-03-11 17:27:44.000,2025-03-11 17:27:44.000,3
1665572,conversation_resolved,1,118,1,100201,2025-04-16 08:16:25.000,2025-04-16 08:16:25.000,1
1675512,conversation_created,5,2,1,103819,2025-02-15 00:28:46.000,2025-02-15 00:28:46.000,2
1667543,conversation_created,5,2,1,100917,2025-05-05 01:12:07.000,2025-05-05 01:12:07.000,2
1678115,conversation_created,1,2,1,104771,2025-04-28 08:55:35.000,2025-04-28 08:55:35.000,3
1668033,conversation_created,2,117,1,101098,2025-04-16 15:59:53.000,2025-04-16 15:59:53.000,1
1675948,conversation_created,2,6,1,103978,2025-05-03 04:36:45.000,2025-05-03 04:36:45.000,1
1666420,conversation_created,1,117,1,100512,2025-03-24 17:53:46.000,2025-03-24 17:53:46.000,2
1665528,conversation_created,2,118,1,100187,2025-02-14 22:24:33.000,2025-02-14 22:24:33.000,1
1671751,conversation_resolved,1,6,1,102434,2025-02-02 08:49:42.000,2025-02-02 08:49:42.000,1
1669695,conversation_resolved,1,2,1,101703,2025-05-23 00:31:10.000,2025-05-23 00:31:10.000,1
1678118,conversation_resolved,5,6,1,104772,2025-02-21 01:09:43.000,2025-02-21 01:09:43.000,2
1666206,conversation_created,1,118,1,100433,2025-01-20 22:11:46.000,2025-01-20 22:11:46.000,1
1674548,conversation_resolved,1,2,1,103479,2025-02-02 22:54:59.000,2025-02-02 22:54:59.000,3
1673924,conversation_resolved,5,118,1,103240,2025-02-26 01:15:18.000,2025-02-26 01:15:18.000,2
1675844,conversation_created,5,117,1,103939,2025-01-23 13:58:31.000,2025-01-23 13:58:31.000,2
1670467,conversation_assignment_changed,1,6,,101970,2025-01-20 03:10:10.000,2025-01-20 03:10:10.000,1
1668230,conversation_assignment_changed,1,117,13,101166,2025-05-28 07:25:57.000,2025-05-28 07:25:57.000,1
1677814,conversation_resolved,1,117,1,104665,2025-02-25 16:40:32.000,2025-02-25 16:40:32.000,3
1666047,conversation_created,2,117,1,100372,2025-05-05 15:26:58.000,2025-05-05 15:26:58.000,1
1675219,conversation_assignment_changed,5,118,,103718,2025-03-26 17:07:09.000,2025-03-26 17:07:09.000,2
1674146,conversation_assignment_changed,5,2,13,103323,2025-05-06 03:12:59.000,2025-05-06 03:12:59.000,2
1673114,conversation_resolved,2,117,15,102935,2025-05-05 12:20:10.000,2025-05-05 12:20:10.000,1
1672046,conversation_assignment_changed,1,2,12,102541,2025-05-27 22:38:28.000,2025-05-27 22:38:28.000,2
1671715,conversation_resolved,2,2,1,102417,2025-04-17 01:10:09.000,2025-04-17 01:10:09.000,1
1667149,conversation_resolved,1,117,1,100769,2025-03-03 23:40:19.000,2025-03-03 23:40:19.000,3
1665910,conversation_opened,2,117,15,100324,2025-03-09 04:09:47.000,2025-03-09 04:09:47.000,1
1675509,conversation_assignment_changed,5,2,10,103817,2025-01-26 14:51:45.000,2025-01-26 14:51:45.000,2
1666391,conversation_created,2,2,1,100500,2025-04-23 04:58:51.000,2025-04-23 04:58:51.000,1
1677214,conversation_resolved,2,6,1,104435,2025-02-01 20:56:47.000,2025-02-01 20:56:47.000,1
1669156,conversation_resolved,1,118,1,101498,2025-03-25 13:23:11.000,2025-03-25 13:23:11.000,1
1665793,conversation_assignment_changed,1,6,12,100285,2025-04-13 19:46:49.000,2025-04-13 19:46:49.000,2
1666794,conversation_resolved,5,2,1,100643,2025-05-03 19:27:17.000,2025-05-03 19:27:17.000,2
1676358,conversation_assignment_changed,5,117,10,104123,2025-03-19 19:50:50.000,2025-03-19 19:50:50.000,2
1669550,conversation_resolved,5,2,13,101644,2025-05-25 05:47:27.000,2025-05-25 05:47:27.000,2
1673236,conversation_resolved,1,2,13,102980,2025-03-22 10:54:25.000,2025-03-22 10:54:25.000,1
1665096,conversation_created,1,117,1,100034,2025-05-03 02:11:36.000,2025-05-03 02:11:36.000,2
1673283,conversation_resolved,5,117,15,102998,2025-02-17 23:21:38.000,2025-02-17 23:21:38.000,2
1668691,conversation_resolved,1,118,1,101328,2025-02-12 22:58:59.000,2025-02-12 22:58:59.000,1
1673549,conversation_created,2,117,1,103105,2025-04-15 18:24:25.000,2025-04-15 18:24:25.000,1
1668571,conversation_resolved,2,2,1,101287,2025-01-27 21:08:36.000,2025-01-27 21:08:36.000,1
1677105,conversation_created,1,6,1,104396,2025-01-03 22:10:56.000,2025-01-03 22:10:56.000,1
1671117,conversation_created,1,2,1,102215,2025-03-20 23:42:57.000,2025-03-20 23:42:57.000,3
1675675,conversation_created,5,2,1,103880,2025-04-24 03:35:56.000,2025-04-24 03:35:56.000,2
1675960,conversation_created,1,117,1,103984,2025-02-24 06:18:01.000,2025-02-24 06:18:01.000,1
1678688,conversation_opened,5,2,10,104976,2025-05-20 21:28:21.000,2025-05-20 21:28:21.000,2
1668136,conversation_assignment_changed,5,117,10,101133,2025-03-29 20:53:05.000,2025-03-29 20:53:05.000,2
1674454,conversation_opened,1,118,15,103445,2025-03-07 14:41:22.000,2025-03-07 14:41:22.000,3
1670054,conversation_assignment_changed,1,117,,101829,2025-01-25 18:55:33.000,2025-01-25 18:55:33.000,3
1673068,conversation_resolved,1,6,10,102918,2025-04-03 07:49:38.000,2025-04-03 07:49:38.000,1
1671149,conversation_created,2,117,1,102229,2025-02-18 20:50:41.000,2025-02-18 20:50:41.000,1
1672214,conversation_assignment_changed,1,118,,102605,2025-05-18 23:40:55.000,2025-05-18 23:40:55.000,3
1666190,conversation_resolved,1,2,1,100427,2025-04-04 21:01:34.000,2025-04-04 21:01:34.000,2
1669068,conversation_resolved,1,118,1,101468,2025-02-10 03:25:54.000,2025-02-10 03:25:54.000,3
1671494,conversation_created,1,117,1,102345,2025-02-05 10:25:30.000,2025-02-05 10:25:30.000,2
1666486,conversation_opened,1,6,14,100529,2025-01-06 13:28:06.000,2025-01-06 13:28:06.000,1
1665904,conversation_resolved,1,6,1,100323,2025-01-01 01:56:45.000,2025-01-01 01:56:45.000,3
1678409,conversation_assignment_changed,1,118,13,104874,2025-01-17 15:58:06.000,2025-01-17 15:58:06.000,3
1677664,conversation_resolved,1,6,1,104612,2025-01-12 23:38:34.000,2025-01-12 23:38:34.000,3
1665024,conversation_assignment_changed,1,2,15,100007,2025-01-15 07:09:19.000,2025-01-15 07:09:19.000,3
1674121,conversation_created,1,118,1,103316,2025-02-13 13:53:23.000,2025-02-13 13:53:23.000,2
1675552,conversation_resolved,5,117,1,103833,2025-02-23 21:58:10.000,2025-02-23 21:58:10.000,2
1675659,conversation_created,2,6,1,103873,2025-01-28 06:54:59.000,2025-01-28 06:54:59.000,1
1666913,conversation_assignment_changed,1,6,15,100686,2025-05-14 01:07:58.000,2025-05-14 01:07:58.000,2
1673872,conversation_resolved,2,117,1,103219,2025-05-19 18:39:42.000,2025-05-19 18:39:42.000,1
1672878,conversation_resolved,1,117,11,102850,2025-03-14 06:27:39.000,2025-03-14 06:27:39.000,1
1674279,conversation_resolved,1,117,1,103379,2025-05-23 10:46:48.000,2025-05-23 10:46:48.000,3
1676162,conversation_resolved,5,2,10,104047,2025-04-08 13:04:49.000,2025-04-08 13:04:49.000,2
1676445,conversation_resolved,1,2,1,104152,2025-05-25 03:54:57.000,2025-05-25 03:54:57.000,3
1666125,conversation_assignment_changed,5,118,,100404,2025-02-09 13:35:24.000,2025-02-09 13:35:24.000,2
1667275,conversation_created,1,117,1,100815,2025-05-30 21:01:29.000,2025-05-30 21:01:29.000,3
1672269,conversation_assignment_changed,2,2,11,102626,2025-03-13 18:06:08.000,2025-03-13 18:06:08.000,1
1671336,conversation_assignment_changed,1,117,14,102288,2025-04-10 14:38:38.000,2025-04-10 14:38:38.000,2
1677645,conversation_resolved,1,118,1,104604,2025-04-08 13:34:56.000,2025-04-08 13:34:56.000,1
1673547,conversation_assignment_changed,1,118,11,103104,2025-04-03 02:35:13.000,2025-04-03 02:35:13.000,2
1667825,conversation_created,1,6,1,101020,2025-03-01 14:07:56.000,2025-03-01 14:07:56.000,3
1667550,conversation_resolved,1,117,1,100919,2025-03-30 19:11:58.000,2025-03-30 19:11:58.000,2
1675525,conversation_resolved,1,2,1,103822,2025-03-12 10:15:47.000,2025-03-12 10:15:47.000,3
1674883,conversation_created,1,117,1,103597,2025-05-25 00:02:08.000,2025-05-25 00:02:08.000,1
1666985,conversation_resolved,2,6,11,100708,2025-04-27 10:26:13.000,2025-04-27 10:26:13.000,1
1667675,conversation_assignment_changed,1,2,12,100965,2025-03-28 20:18:26.000,2025-03-28 20:18:26.000,1
1671138,conversation_created,1,2,1,102224,2025-04-23 15:41:48.000,2025-04-23 15:41:48.000,1
1668124,conversation_resolved,1,6,1,101127,2025-01-25 08:36:00.000,2025-01-25 08:36:00.000,3
1678176,conversation_assignment_changed,5,6,10,104793,2025-05-07 14:00:09.000,2025-05-07 14:00:09.000,2
1669964,conversation_created,1,117,1,101799,2025-03-17 09:20:01.000,2025-03-17 09:20:01.000,1
1668492,conversation_created,1,2,1,101258,2025-02-13 20:59:52.000,2025-02-13 20:59:52.000,2
1668097,conversation_resolved,5,117,13,101118,2025-02-02 13:58:22.000,2025-02-02 13:58:22.000,2
1678127,conversation_resolved,5,2,1,104775,2025-02-01 15:48:29.000,2025-02-01 15:48:29.000,2
1668172,conversation_assignment_changed,1,6,,101144,2025-05-16 22:34:57.000,2025-05-16 22:34:57.000,1
1667370,conversation_opened,1,118,12,100848,2025-06-05 11:03:37.000,2025-06-05 11:03:37.000,3
1665095,conversation_resolved,5,2,1,100033,2025-02-18 09:35:19.000,2025-02-18 09:35:19.000,2
1669244,conversation_created,5,118,1,101535,2025-04-11 01:10:25.000,2025-04-11 01:10:25.000,2
1672174,conversation_resolved,5,117,14,102590,2025-01-05 09:10:41.000,2025-01-05 09:10:41.000,2
1665668,conversation_assignment_changed,1,117,14,100239,2025-01-02 15:22:44.000,2025-01-02 15:22:44.000,2
1668415,conversation_resolved,1,2,1,101232,2025-02-15 19:44:22.000,2025-02-15 19:44:22.000,2
1665319,conversation_assignment_changed,1,2,13,100118,2025-03-03 19:08:47.000,2025-03-03 19:08:47.000,1
1673454,conversation_assignment_changed,1,117,11,103065,2025-05-28 00:56:38.000,2025-05-28 00:56:38.000,1
1677921,conversation_assignment_changed,1,118,11,104702,2025-04-08 14:08:05.000,2025-04-08 14:08:05.000,2
1674154,conversation_created,2,6,1,103327,2025-01-22 15:15:12.000,2025-01-22 15:15:12.000,1
1673019,conversation_resolved,2,6,1,102900,2025-03-09 01:36:57.000,2025-03-09 01:36:57.000,1
1671769,conversation_resolved,2,2,11,102439,2025-03-03 11:37:37.000,2025-03-03 11:37:37.000,1
1669822,conversation_resolved,1,118,1,101746,2025-05-10 02:02:38.000,2025-05-10 02:02:38.000,1
1677758,conversation_resolved,1,6,15,104646,2025-02-22 20:36:08.000,2025-02-22 20:36:08.000,3
1678091,conversation_created,5,117,1,104762,2025-05-29 16:05:11.000,2025-05-29 16:05:11.000,2
1678002,conversation_resolved,1,118,1,104730,2025-04-24 22:55:06.000,2025-04-24 22:55:06.000,3
1675629,conversation_assignment_changed,1,6,10,103861,2025-01-11 19:18:07.000,2025-01-11 19:18:07.000,3
1672161,conversation_created,1,117,1,102587,2025-05-17 20:09:33.000,2025-05-17 20:09:33.000,1
1665916,conversation_assignment_changed,1,6,13,100326,2025-05-31 11:32:44.000,2025-05-31 11:32:44.000,2
1672176,conversation_resolved,1,2,1,102591,2025-04-28 06:44:50.000,2025-04-28 06:44:50.000,1
1665761,conversation_resolved,1,2,1,100274,2025-04-11 16:32:45.000,2025-04-11 16:32:45.000,3
1676831,conversation_created,1,2,1,104293,2025-04-27 10:10:53.000,2025-04-27 10:10:53.000,2
1665945,conversation_assignment_changed,5,118,,100337,2025-05-11 05:27:26.000,2025-05-11 05:27:26.000,2
1668945,conversation_assignment_changed,1,2,15,101425,2025-06-02 14:17:42.000,2025-06-02 14:17:42.000,1
1674667,conversation_resolved,1,2,13,103523,2025-05-03 23:19:37.000,2025-05-03 23:19:37.000,1
1678429,conversation_assignment_changed,1,117,,104879,2025-01-17 03:24:48.000,2025-01-17 03:24:48.000,3
1665101,conversation_resolved,1,118,1,100036,2025-04-04 16:09:13.000,2025-04-04 16:09:13.000,2
1672202,conversation_resolved,1,6,1,102601,2025-05-29 22:16:22.000,2025-05-29 22:16:22.000,1
1671284,conversation_assignment_changed,5,118,,102275,2025-02-06 18:10:23.000,2025-02-06 18:10:23.000,2
1670318,conversation_assignment_changed,1,6,,101924,2025-03-10 01:21:54.000,2025-03-10 01:21:54.000,3
1677164,conversation_resolved,1,117,1,104417,2025-03-07 10:03:00.000,2025-03-07 10:03:00.000,3
1666798,conversation_resolved,1,118,1,100645,2025-04-29 17:53:32.000,2025-04-29 17:53:32.000,2
1675976,conversation_resolved,2,118,10,103986,2025-05-31 09:34:55.000,2025-05-31 09:34:55.000,1
1671667,conversation_assignment_changed,5,118,,102400,2025-03-31 22:37:42.000,2025-03-31 22:37:42.000,2
1670739,conversation_resolved,1,118,14,102070,2025-01-17 09:41:49.000,2025-01-17 09:41:49.000,2
1668078,conversation_resolved,1,6,13,101111,2025-01-10 15:38:28.000,2025-01-10 15:38:28.000,3
1678610,conversation_created,1,118,1,104948,2025-01-17 16:02:02.000,2025-01-17 16:02:02.000,2
1668196,conversation_resolved,5,6,10,101152,2025-03-07 18:51:54.000,2025-03-07 18:51:54.000,2
1668231,conversation_resolved,1,117,13,101166,2025-05-30 22:05:57.000,2025-05-30 22:05:57.000,1
1673211,conversation_created,1,117,1,102972,2025-01-28 09:02:02.000,2025-01-28 09:02:02.000,3
1665564,conversation_assignment_changed,5,2,15,100199,2025-05-08 02:46:00.000,2025-05-08 02:46:00.000,2
1671633,conversation_assignment_changed,1,118,14,102392,2025-05-18 15:20:20.000,2025-05-18 15:20:20.000,2
1675794,conversation_created,2,6,1,103924,2025-05-11 20:52:55.000,2025-05-11 20:52:55.000,1
1670734,conversation_assignment_changed,1,118,11,102069,2025-02-14 00:03:58.000,2025-02-14 00:03:58.000,3
1674176,conversation_created,2,118,1,103338,2025-01-12 20:58:29.000,2025-01-12 20:58:29.000,1
1672158,conversation_resolved,1,6,1,102585,2025-01-23 02:49:29.000,2025-01-23 02:49:29.000,2
1671253,conversation_opened,1,118,14,102264,2025-05-16 09:28:43.000,2025-05-16 09:28:43.000,3
1677265,conversation_created,2,118,1,104457,2025-02-11 13:30:31.000,2025-02-11 13:30:31.000,1
1665655,conversation_created,5,117,1,100233,2025-04-03 09:36:32.000,2025-04-03 09:36:32.000,2
1673333,conversation_created,1,2,1,103020,2025-05-30 22:54:56.000,2025-05-30 22:54:56.000,3
1673701,conversation_opened,1,2,11,103156,2025-06-07 14:16:42.000,2025-06-07 14:16:42.000,3
1678117,conversation_created,5,6,1,104772,2025-02-21 00:51:32.000,2025-02-21 00:51:32.000,2
1676167,conversation_resolved,1,117,10,104049,2025-04-14 07:08:51.000,2025-04-14 07:08:51.000,1
1675496,conversation_created,1,117,1,103814,2025-03-18 03:16:29.000,2025-03-18 03:16:29.000,3
1668341,conversation_resolved,2,117,1,101203,2025-04-15 16:19:47.000,2025-04-15 16:19:47.000,1
1667462,conversation_resolved,1,6,1,100886,2025-04-12 14:58:56.000,2025-04-12 14:58:56.000,2
1666821,conversation_assignment_changed,1,118,13,100656,2025-05-12 20:23:31.000,2025-05-12 20:23:31.000,3
1678302,conversation_assignment_changed,1,117,15,104835,2025-03-02 05:29:50.000,2025-03-02 05:29:50.000,2
1668474,conversation_created,1,6,1,101251,2025-03-14 08:56:05.000,2025-03-14 08:56:05.000,1
1665295,conversation_resolved,5,2,15,100108,2025-04-01 05:06:19.000,2025-04-01 05:06:19.000,2
1676438,conversation_assignment_changed,5,117,15,104149,2025-01-22 11:37:24.000,2025-01-22 11:37:24.000,2
1670500,conversation_resolved,2,2,15,101978,2025-01-11 22:50:57.000,2025-01-11 22:50:57.000,1
1673016,conversation_assignment_changed,1,2,12,102899,2025-05-08 23:51:12.000,2025-05-08 23:51:12.000,2
1665578,conversation_assignment_changed,1,117,12,100204,2025-02-22 16:27:02.000,2025-02-22 16:27:02.000,2
1668943,conversation_resolved,1,2,1,101425,2025-05-23 07:18:42.000,2025-05-23 07:18:42.000,1
1667716,conversation_created,1,6,1,100981,2025-02-22 03:25:16.000,2025-02-22 03:25:16.000,3
1678226,conversation_resolved,1,6,1,104809,2025-01-20 02:35:37.000,2025-01-20 02:35:37.000,1
1674596,conversation_created,1,117,1,103499,2025-05-04 09:02:42.000,2025-05-04 09:02:42.000,1
1675581,conversation_resolved,5,6,1,103845,2025-05-08 16:56:49.000,2025-05-08 16:56:49.000,2
1667874,conversation_created,1,117,1,101038,2025-03-06 04:13:43.000,2025-03-06 04:13:43.000,2
1670842,conversation_opened,2,117,12,102108,2025-02-06 05:36:14.000,2025-02-06 05:36:14.000,1
1667719,conversation_resolved,1,6,1,100982,2025-02-06 06:53:26.000,2025-02-06 06:53:26.000,3
1670963,conversation_assignment_changed,1,117,13,102151,2025-01-07 05:26:47.000,2025-01-07 05:26:47.000,3
1670401,conversation_created,1,117,1,101952,2025-04-24 14:49:52.000,2025-04-24 14:49:52.000,3
1673168,conversation_assignment_changed,2,118,12,102957,2025-01-10 06:35:18.000,2025-01-10 06:35:18.000,1
1676949,conversation_resolved,1,118,11,104337,2025-01-09 18:12:55.000,2025-01-09 18:12:55.000,1
1671964,conversation_created,1,117,1,102510,2025-03-23 20:00:01.000,2025-03-23 20:00:01.000,2
1675962,conversation_opened,1,117,11,103984,2025-03-05 13:07:26.000,2025-03-05 13:07:26.000,1
1674447,conversation_resolved,1,118,13,103442,2025-05-02 02:05:02.000,2025-05-02 02:05:02.000,3
1675537,conversation_assignment_changed,1,118,,103825,2025-02-06 16:16:03.000,2025-02-06 16:16:03.000,2
1675533,conversation_created,1,117,1,103824,2025-02-15 15:14:29.000,2025-02-15 15:14:29.000,3
1673177,conversation_resolved,2,6,1,102961,2025-04-13 09:40:04.000,2025-04-13 09:40:04.000,1
1676789,conversation_resolved,1,2,13,104277,2025-01-10 07:53:20.000,2025-01-10 07:53:20.000,1
1673917,conversation_assignment_changed,2,2,12,103237,2025-05-11 10:50:07.000,2025-05-11 10:50:07.000,1
1668385,conversation_resolved,1,2,1,101219,2025-01-13 09:01:20.000,2025-01-13 09:01:20.000,2
1665258,conversation_created,5,117,1,100095,2025-02-01 14:37:23.000,2025-02-01 14:37:23.000,2
1667711,conversation_assignment_changed,1,118,,100979,2025-03-05 06:08:13.000,2025-03-05 06:08:13.000,1
1673991,conversation_assignment_changed,2,118,12,103269,2025-05-30 17:36:33.000,2025-05-30 17:36:33.000,1
1676958,conversation_assignment_changed,2,2,10,104340,2025-03-16 07:29:10.000,2025-03-16 07:29:10.000,1
1676913,conversation_created,1,6,1,104326,2025-03-19 12:51:03.000,2025-03-19 12:51:03.000,2
1668296,conversation_created,1,2,1,101190,2025-02-26 01:38:03.000,2025-02-26 01:38:03.000,2
1668190,conversation_assignment_changed,5,2,14,101151,2025-01-21 23:28:29.000,2025-01-21 23:28:29.000,2
1668896,conversation_assignment_changed,2,6,,101408,2025-05-27 21:41:25.000,2025-05-27 21:41:25.000,1
1676721,conversation_created,5,2,1,104256,2025-05-18 21:17:01.000,2025-05-18 21:17:01.000,2
1674577,conversation_created,5,6,1,103491,2025-05-06 22:53:04.000,2025-05-06 22:53:04.000,2
1678317,conversation_opened,1,118,13,104841,2025-03-19 11:25:05.000,2025-03-19 11:25:05.000,3
1670788,conversation_resolved,1,118,1,102088,2025-02-02 02:14:25.000,2025-02-02 02:14:25.000,1
1670393,conversation_assignment_changed,1,118,,101948,2025-05-08 20:13:04.000,2025-05-08 20:13:04.000,3
1671443,conversation_resolved,1,117,1,102328,2025-05-19 08:25:44.000,2025-05-19 08:25:44.000,2
1673058,conversation_created,1,6,1,102915,2025-01-09 04:05:46.000,2025-01-09 04:05:46.000,3
1677426,conversation_created,1,6,1,104521,2025-05-24 01:32:08.000,2025-05-24 01:32:08.000,2
1668913,conversation_created,2,6,1,101415,2025-04-07 03:22:59.000,2025-04-07 03:22:59.000,1
1666801,conversation_assignment_changed,1,6,10,100646,2025-05-20 19:17:05.000,2025-05-20 19:17:05.000,3
1671968,conversation_created,5,117,1,102511,2025-04-08 05:52:09.000,2025-04-08 05:52:09.000,2
1666815,conversation_resolved,5,6,1,100653,2025-01-30 22:02:24.000,2025-01-30 22:02:24.000,2
1678687,conversation_resolved,5,2,12,104976,2025-05-14 14:28:21.000,2025-05-14 14:28:21.000,2
1677614,conversation_resolved,1,118,10,104590,2025-01-26 00:04:20.000,2025-01-26 00:04:20.000,1
1673661,conversation_created,1,6,1,103140,2025-05-01 03:21:38.000,2025-05-01 03:21:38.000,2
1665550,conversation_resolved,1,118,1,100195,2025-04-25 07:05:43.000,2025-04-25 07:05:43.000,2
1669884,conversation_created,1,6,1,101770,2025-05-10 13:21:23.000,2025-05-10 13:21:23.000,3
1671480,conversation_resolved,1,118,10,102340,2025-01-20 02:41:55.000,2025-01-20 02:41:55.000,3
1673212,conversation_resolved,1,117,1,102972,2025-01-28 09:20:22.000,2025-01-28 09:20:22.000,3
1677180,conversation_assignment_changed,1,118,,104424,2025-02-03 21:18:00.000,2025-02-03 21:18:00.000,2
1668980,conversation_assignment_changed,5,117,10,101434,2025-04-14 06:54:30.000,2025-04-14 06:54:30.000,2
1673053,conversation_created,1,2,1,102913,2025-01-25 15:02:11.000,2025-01-25 15:02:11.000,2
1678235,conversation_resolved,2,117,14,104811,2025-04-23 03:16:01.000,2025-04-23 03:16:01.000,1
1669731,conversation_resolved,2,2,1,101715,2025-04-05 19:31:02.000,2025-04-05 19:31:02.000,1
1666004,conversation_resolved,5,6,1,100358,2025-03-21 04:13:00.000,2025-03-21 04:13:00.000,2
1670837,conversation_assignment_changed,2,6,15,102106,2025-05-19 13:44:41.000,2025-05-19 13:44:41.000,1
1670863,conversation_resolved,5,2,1,102114,2025-04-11 06:14:06.000,2025-04-11 06:14:06.000,2
1666257,conversation_resolved,2,118,1,100448,2025-01-13 16:45:27.000,2025-01-13 16:45:27.000,1
1668126,conversation_created,2,6,1,101129,2025-03-10 23:16:27.000,2025-03-10 23:16:27.000,1
1669342,conversation_created,5,117,1,101569,2025-05-10 09:29:58.000,2025-05-10 09:29:58.000,2
1674603,conversation_assignment_changed,1,117,12,103501,2025-03-01 17:00:40.000,2025-03-01 17:00:40.000,3
1668371,conversation_resolved,1,2,1,101212,2025-05-31 18:10:29.000,2025-05-31 18:10:29.000,1
1671716,conversation_created,2,118,1,102418,2025-05-25 21:28:22.000,2025-05-25 21:28:22.000,1
1675020,conversation_assignment_changed,2,2,14,103648,2025-01-21 20:20:51.000,2025-01-21 20:20:51.000,1
1675349,conversation_resolved,2,6,1,103762,2025-03-18 02:54:25.000,2025-03-18 02:54:25.000,1
1677272,conversation_assignment_changed,5,118,13,104458,2025-05-26 22:00:11.000,2025-05-26 22:00:11.000,2
1672231,conversation_assignment_changed,1,117,13,102611,2025-02-25 21:28:50.000,2025-02-25 21:28:50.000,3
1670714,conversation_opened,5,117,10,102061,2025-03-12 00:46:48.000,2025-03-12 00:46:48.000,2
1666906,conversation_resolved,5,6,1,100683,2025-05-01 03:40:28.000,2025-05-01 03:40:28.000,2
1678099,conversation_resolved,1,2,1,104764,2025-04-28 14:30:51.000,2025-04-28 14:30:51.000,3
1678417,conversation_created,1,2,1,104876,2025-04-02 07:20:07.000,2025-04-02 07:20:07.000,2
1669566,conversation_resolved,1,6,1,101652,2025-05-16 06:01:37.000,2025-05-16 06:01:37.000,3
1667592,conversation_created,1,6,1,100934,2025-03-26 15:46:46.000,2025-03-26 15:46:46.000,2
1672052,conversation_resolved,5,117,10,102543,2025-04-21 10:40:45.000,2025-04-21 10:40:45.000,2
1674352,conversation_assignment_changed,1,6,14,103405,2025-01-31 15:21:31.000,2025-01-31 15:21:31.000,1
1669515,conversation_resolved,1,118,14,101631,2025-01-21 19:50:02.000,2025-01-21 19:50:02.000,2
1671461,conversation_resolved,5,6,14,102333,2025-05-26 13:14:51.000,2025-05-26 13:14:51.000,2
1665306,conversation_created,1,6,1,100112,2025-04-29 17:55:08.000,2025-04-29 17:55:08.000,1
1674633,conversation_assignment_changed,2,117,,103513,2025-01-29 11:22:31.000,2025-01-29 11:22:31.000,1
1672574,conversation_assignment_changed,1,117,13,102742,2025-04-11 15:54:01.000,2025-04-11 15:54:01.000,1
1672829,conversation_created,5,6,1,102835,2025-01-10 07:03:43.000,2025-01-10 07:03:43.000,2
1667292,conversation_opened,5,117,12,100819,2025-02-27 01:22:04.000,2025-02-27 01:22:04.000,2
1668499,conversation_assignment_changed,2,117,15,101260,2025-04-11 09:55:17.000,2025-04-11 09:55:17.000,1
1665899,conversation_assignment_changed,1,6,15,100321,2025-04-23 10:59:13.000,2025-04-23 10:59:13.000,2
1672667,conversation_assignment_changed,1,118,11,102776,2025-03-13 14:05:51.000,2025-03-13 14:05:51.000,2
1675907,conversation_created,1,117,1,103964,2025-05-02 12:12:43.000,2025-05-02 12:12:43.000,1
